image_group_id,image_id,final_bbox
SSWI000000019828127,SSWI000000019828127C.jpg,"[[0.6277, 0.5714, 0.0699, 0.0608]]"
SSWI000000019828127,SSWI000000019828127B.jpg,"[[0.9422, 0.6884, 0.1155, 0.2827]]"
SSWI000000020162368,SSWI000000020162368B.jpg,"[[0.7811, 0.753, 0.4376, 0.4812]]"
SSWI000000020162368,SSWI000000020162368C.jpg,"[[0.7827, 0.753, 0.433, 0.4823]]"
SSWI000000020162368,SSWI000000020162368A.jpg,"[[0.7506, 0.8079, 0.3696, 0.384]]"
SSWI000000006776075,SSWI000000006776075A.jpg,"[[0.3529, 0.5925, 0.5007, 0.7965]]"
SSWI000000006776075,SSWI000000006776075B.jpg,"[[0.3356, 0.6089, 0.5034, 0.7725]]"
SSWI000000006776075,SSWI000000006776075C.jpg,"[[0.3084, 0.6111, 0.548, 0.7731]]"
SSWI000000019122331,SSWI000000019122331C.jpg,[]
SSWI000000019122331,SSWI000000019122331B.jpg,[]
SSWI000000019122331,SSWI000000019122331A.jpg,"[[0.043, 0.3718, 0.08601, 0.3544]]"
SSWI000000020365713,SSWI000000020365713A.jpg,"[[0.4354, 0.6936, 0.155, 0.129]]"
SSWI000000020365713,SSWI000000020365713C.jpg,"[[0.518, 0.7021, 0.1231, 0.1437]]"
SSWI000000020365713,SSWI000000020365713B.jpg,"[[0.5069, 0.7045, 0.1509, 0.1356]]"
SSWI000000020481065,SSWI000000020481065A.jpg,"[[0.4362, 0.728, 0.1125, 0.1793]]"
SSWI000000020481065,SSWI000000020481065B.jpg,"[[0.421, 0.7188, 0.1246, 0.1793]]"
SSWI000000020481065,SSWI000000020481065C.jpg,"[[0.4195, 0.7204, 0.1277, 0.1763]]"
SSWI000000020481106,SSWI000000020481106B.jpg,"[[0.339, 0.604, 0.08298, 0.2583]]"
SSWI000000020481106,SSWI000000020481106A.jpg,"[[0.3285, 0.6015, 0.08139, 0.2502]]"
SSWI000000020481106,SSWI000000020481106C.jpg,"[[0.3396, 0.6064, 0.08572, 0.2603]]"
SSWI000000020364616,SSWI000000020364616C.jpg,"[[0.1809, 0.7188, 0.3617, 0.2705]]"
SSWI000000020364616,SSWI000000020364616A.jpg,"[[0.1809, 0.7356, 0.3556, 0.2128]]"
SSWI000000020364616,SSWI000000020364616B.jpg,"[[0.1809, 0.731, 0.3617, 0.234]]"
SSWI000000018039908,SSWI000000018039908B.jpg,"[[0.7351, 0.5, 0.5174, 1.0], [0.7388, 0.5, 0.5223, 1.0]]"
SSWI000000018039908,SSWI000000018039908A.jpg,"[[0.7309, 0.3735, 0.538, 0.746]]"
SSWI000000018039908,SSWI000000018039908C.jpg,"[[0.7478, 0.5, 0.4935, 1.0], [0.7488, 0.4966, 0.5022, 0.9932]]"
SSWI000000018264528,SSWI000000018264528A.jpg,"[[0.4564, 0.4214, 0.1222, 0.2205]]"
SSWI000000018264528,SSWI000000018264528C.jpg,"[[0.4824, 0.3941, 0.11, 0.182]]"
SSWI000000018264528,SSWI000000018264528B.jpg,"[[0.485, 0.3921, 0.1083, 0.1811]]"
SSWI000000019122309,SSWI000000019122309C.jpg,"[[0.607, 0.2692, 0.1474, 0.1924]]"
SSWI000000019122309,SSWI000000019122309B.jpg,"[[0.6067, 0.2651, 0.1496, 0.1981]]"
SSWI000000019122309,SSWI000000019122309A.jpg,"[[0.6104, 0.2613, 0.1448, 0.199]]"
SSWI000000018774998,SSWI000000018774998A.jpg,"[[0.493, 0.5971, 0.09617, 0.05924]]"
SSWI000000018774998,SSWI000000018774998C.jpg,[]
SSWI000000018774998,SSWI000000018774998B.jpg,[]
SSWI000000018469773,SSWI000000018469773B.jpg,[]
SSWI000000018469773,SSWI000000018469773A.jpg,"[[0.9268, 0.4889, 0.1454, 0.3173]]"
SSWI000000018469773,SSWI000000018469773C.jpg,[]
SSWI000000020481164,SSWI000000020481164C.jpg,"[[0.3267, 0.6201, 0.0821, 0.1581]]"
SSWI000000020481164,SSWI000000020481164B.jpg,"[[0.3237, 0.6155, 0.076, 0.1672]]"
SSWI000000020481164,SSWI000000020481164A.jpg,"[[0.3328, 0.6033, 0.1125, 0.2158]]"
SSWI000000019623244,SSWI000000019623244C.jpg,"[[0.1401, 0.7717, 0.2803, 0.4564], [0.5632, 0.6078, 0.1178, 0.2634], [0.8303, 0.4713, 0.08698, 0.1536]]"
SSWI000000019623244,SSWI000000019623244B.jpg,"[[0.2626, 0.7237, 0.2639, 0.4376], [0.5962, 0.5802, 0.07358, 0.2321], [0.8113, 0.4645, 0.04947, 0.1434]]"
SSWI000000019623244,SSWI000000019623244A.jpg,"[[0.5071, 0.6207, 0.1891, 0.3043], [0.6544, 0.5365, 0.0708, 0.1862], [0.859, 0.4582, 0.08964, 0.1252]]"
SSWI000000019187499,SSWI000000019187499A.jpg,"[[0.8846, 0.5723, 0.2155, 0.2246]]"
SSWI000000019187499,SSWI000000019187499B.jpg,"[[0.8916, 0.5718, 0.2068, 0.2159]]"
SSWI000000019187499,SSWI000000019187499C.jpg,"[[0.8919, 0.5731, 0.2104, 0.2159]]"
SSWI000000019126757,SSWI000000019126757C.jpg,"[[0.8535, 0.6471, 0.1341, 0.1918]]"
SSWI000000019126757,SSWI000000019126757B.jpg,"[[0.8579, 0.6317, 0.1489, 0.2104]]"
SSWI000000019126757,SSWI000000019126757A.jpg,"[[0.8553, 0.6028, 0.1382, 0.2496]]"
SSWI000000020299090,SSWI000000020299090B.jpg,"[[0.3031, 0.6993, 0.6062, 0.5903]]"
SSWI000000020299090,SSWI000000020299090C.jpg,"[[0.3044, 0.6955, 0.6089, 0.6028]]"
SSWI000000020299090,SSWI000000020299090A.jpg,"[[0.1596, 0.6742, 0.3192, 0.4526]]"
SSWI000000020365116,SSWI000000020365116C.jpg,"[[0.9833, 0.7614, 0.0334, 0.1672], [0.5456, 0.7629, 0.3009, 0.3951]]"
SSWI000000020365116,SSWI000000020365116A.jpg,"[[0.9848, 0.7629, 0.0304, 0.1702], [0.5426, 0.807, 0.3131, 0.3191]]"
SSWI000000020365116,SSWI000000020365116B.jpg,"[[0.9848, 0.7614, 0.0304, 0.1672], [0.5456, 0.7644, 0.3009, 0.3921]]"
SSWI000000020143748,SSWI000000020143748C.jpg,"[[0.8663, 0.2903, 0.2675, 0.5684], [0.2234, 0.3754, 0.4407, 0.4772]]"
SSWI000000020143748,SSWI000000020143748A.jpg,"[[0.0684, 0.421, 0.1368, 0.4894], [0.7705, 0.3176, 0.4407, 0.5137], [0.5046, 0.3374, 0.4863, 0.4195]]"
SSWI000000020143748,SSWI000000020143748B.jpg,"[[0.9149, 0.3116, 0.1702, 0.5684], [0.2888, 0.3343, 0.5775, 0.5593]]"
SSWI000000019159564,SSWI000000019159564B.jpg,"[[0.3632, 0.5426, 0.0942, 0.1915]]"
SSWI000000019159564,SSWI000000019159564C.jpg,"[[0.3693, 0.538, 0.1125, 0.1824]]"
SSWI000000019159564,SSWI000000019159564A.jpg,"[[0.3632, 0.5426, 0.0942, 0.1915]]"
SSWI000000018607539,SSWI000000018607539B.jpg,"[[0.7082, 0.535, 0.2006, 0.1945], [0.7067, 0.535, 0.1976, 0.1945], [0.2736, 0.5851, 0.152, 0.1429], [0.1459, 0.5836, 0.1763, 0.1398]]"
SSWI000000018607539,SSWI000000018607539A.jpg,"[[0.7143, 0.535, 0.2067, 0.1945], [0.2219, 0.5729, 0.1824, 0.1733]]"
SSWI000000018607539,SSWI000000018607539C.jpg,"[[0.5091, 0.9407, 0.1915, 0.1185], [0.7021, 0.538, 0.1945, 0.1884], [0.2857, 0.5851, 0.1763, 0.1489], [0.1094, 0.5851, 0.1884, 0.1307]]"
SSWI000000019919117,SSWI000000019919117B.jpg,[]
SSWI000000019919117,SSWI000000019919117C.jpg,[]
SSWI000000019919117,SSWI000000019919117A.jpg,[]
SSWI000000019122413,SSWI000000019122413C.jpg,[]
SSWI000000019122413,SSWI000000019122413B.jpg,"[[0.2173, 0.4149, 0.4347, 0.5866]]"
SSWI000000019122413,SSWI000000019122413A.jpg,"[[0.7082, 0.3009, 0.5836, 0.6018]]"
SSWI000000020364826,SSWI000000020364826B.jpg,"[[0.4548, 0.7251, 0.08531, 0.1518]]"
SSWI000000020364826,SSWI000000020364826A.jpg,"[[0.4153, 0.7117, 0.1069, 0.1474]]"
SSWI000000020364826,SSWI000000020364826C.jpg,"[[0.4562, 0.721, 0.07546, 0.1575]]"
SSWI000000018502322,SSWI000000018502322B.jpg,[]
SSWI000000018502322,SSWI000000018502322A.jpg,[]
SSWI000000018502322,SSWI000000018502322C.jpg,[]
SSWI000000020366047,SSWI000000020366047C.jpg,"[[0.3144, 0.8174, 0.1392, 0.3355]]"
SSWI000000020366047,SSWI000000020366047A.jpg,"[[0.3034, 0.8182, 0.1581, 0.3445]]"
SSWI000000020366047,SSWI000000020366047B.jpg,"[[0.3047, 0.8208, 0.1285, 0.3382]]"
SSWI000000018400934,SSWI000000018400934C.jpg,"[[0.1254, 0.6225, 0.1918, 0.2056], [0.327, 0.6305, 0.05271, 0.083]]"
SSWI000000018400934,SSWI000000018400934B.jpg,"[[0.2147, 0.6359, 0.137, 0.1574], [0.3996, 0.6202, 0.03861, 0.08064]]"
SSWI000000018400934,SSWI000000018400934A.jpg,"[[0.4495, 0.599, 0.05608, 0.1189]]"
SSWI000000020280663,SSWI000000020280663A.jpg,[]
SSWI000000020280663,SSWI000000020280663C.jpg,"[[0.523, 0.6336, 0.09544, 0.1119]]"
SSWI000000020280663,SSWI000000020280663B.jpg,"[[0.4865, 0.6264, 0.1256, 0.0921]]"
SSWI000000020365914,SSWI000000020365914C.jpg,"[[0.7238, 0.8024, 0.5521, 0.3925]]"
SSWI000000020365914,SSWI000000020365914B.jpg,"[[0.6581, 0.8115, 0.6768, 0.3755]]"
SSWI000000020365914,SSWI000000020365914A.jpg,"[[0.1955, 0.871, 0.3909, 0.2572]]"
SSWI000000020162621,SSWI000000020162621C.jpg,"[[0.1261, 0.7112, 0.2523, 0.4863]]"
SSWI000000020162621,SSWI000000020162621A.jpg,"[[0.0517, 0.6733, 0.1033, 0.4529]]"
SSWI000000020162621,SSWI000000020162621B.jpg,"[[0.1033, 0.7204, 0.2067, 0.462]]"
SSWI000000009432553,SSWI000000009432553C.jpg,"[[0.3948, 0.3947, 0.5192, 0.5187]]"
SSWI000000009432553,SSWI000000009432553B.jpg,"[[0.5056, 0.4205, 0.5128, 0.4954]]"
SSWI000000009432553,SSWI000000009432553A.jpg,"[[0.8047, 0.4262, 0.3888, 0.5902]]"
SSWI000000019521814,SSWI000000019521814C.jpg,[]
SSWI000000019521814,SSWI000000019521814A.jpg,"[[0.9564, 0.7751, 0.08715, 0.2737]]"
SSWI000000019521814,SSWI000000019521814B.jpg,[]
SSWI000000020280650,SSWI000000020280650C.jpg,"[[0.5341, 0.7053, 0.1673, 0.4044]]"
SSWI000000020280650,SSWI000000020280650A.jpg,"[[0.5945, 0.6835, 0.2075, 0.3345]]"
SSWI000000020280650,SSWI000000020280650B.jpg,"[[0.5348, 0.7007, 0.1703, 0.4103]]"
SSWI000000016525020,SSWI000000016525020C.jpg,"[[0.4924, 0.8085, 0.1094, 0.0973], [0.0137, 0.7842, 0.0274, 0.1337], [0.4392, 0.6809, 0.0578, 0.0608], [0.5, 0.7295, 0.0578, 0.0669], [0.424, 0.7568, 0.0699, 0.079], [0.459, 0.8632, 0.1581, 0.1581]]"
SSWI000000016525020,SSWI000000016525020B.jpg,"[[0.4863, 0.8085, 0.1216, 0.0973], [0.5, 0.7295, 0.0578, 0.0669], [0.0137, 0.7842, 0.0274, 0.1337], [0.4392, 0.6824, 0.0578, 0.0638], [0.4271, 0.7568, 0.076, 0.079], [0.462, 0.8526, 0.1641, 0.1793]]"
SSWI000000016525020,SSWI000000016525020A.jpg,"[[0.4848, 0.807, 0.1246, 0.1003], [0.5, 0.731, 0.0578, 0.0638], [0.4377, 0.6824, 0.0547, 0.0517], [0.0137, 0.7842, 0.0274, 0.1398], [0.4286, 0.7508, 0.0729, 0.079], [0.462, 0.8526, 0.1641, 0.1793]]"
SSWI000000020366217,SSWI000000020366217A.jpg,"[[0.9712, 0.719, 0.05152, 0.1283]]"
SSWI000000020366217,SSWI000000020366217B.jpg,"[[0.7678, 0.8151, 0.4533, 0.3685]]"
SSWI000000020366217,SSWI000000020366217C.jpg,"[[0.6521, 0.8217, 0.3538, 0.3484]]"
SSWI000000020366016,SSWI000000020366016A.jpg,"[[0.4903, 0.8417, 0.4434, 0.3149]]"
SSWI000000020366016,SSWI000000020366016B.jpg,"[[0.4795, 0.8414, 0.4295, 0.3111]]"
SSWI000000020366016,SSWI000000020366016C.jpg,"[[0.4813, 0.8423, 0.4291, 0.3096]]"
SSWI000000019160131,SSWI000000019160131B.jpg,"[[0.7827, 0.7432, 0.4347, 0.5137]]"
SSWI000000019160131,SSWI000000019160131A.jpg,"[[0.7979, 0.7264, 0.4043, 0.5471]]"
SSWI000000019160131,SSWI000000019160131C.jpg,"[[0.7204, 0.7416, 0.5593, 0.5167]]"
SSWI000000020365010,SSWI000000020365010A.jpg,"[[0.9787, 0.7149, 0.03726, 0.072]]"
SSWI000000020365010,SSWI000000020365010B.jpg,"[[0.8198, 0.7809, 0.3602, 0.3696]]"
SSWI000000020365010,SSWI000000020365010C.jpg,"[[0.771, 0.7789, 0.4539, 0.3721]]"
SSWI000000020162891,SSWI000000020162891A.jpg,"[[0.9403, 0.6611, 0.1193, 0.1773]]"
SSWI000000020162891,SSWI000000020162891C.jpg,"[[0.4687, 0.7878, 0.423, 0.3907]]"
SSWI000000020162891,SSWI000000020162891B.jpg,"[[0.5958, 0.7949, 0.4241, 0.405]]"
SSWI000000020365764,SSWI000000020365764C.jpg,"[[0.2414, 0.8485, 0.4829, 0.296]]"
SSWI000000020365764,SSWI000000020365764A.jpg,"[[0.0838, 0.9025, 0.1638, 0.1886]]"
SSWI000000020365764,SSWI000000020365764B.jpg,"[[0.1983, 0.8465, 0.3965, 0.3015]]"
SSWI000000019122480,SSWI000000019122480C.jpg,"[[0.6749, 0.2627, 0.1427, 0.256]]"
SSWI000000019122480,SSWI000000019122480B.jpg,"[[0.0715, 0.3847, 0.1408, 0.3375], [0.6608, 0.2603, 0.1725, 0.2568]]"
SSWI000000019122480,SSWI000000019122480A.jpg,"[[0.2467, 0.2801, 0.4917, 0.5602], [0.68, 0.2318, 0.1382, 0.3191]]"
SSWI000000019272253,SSWI000000019272253C.jpg,"[[0.9316, 0.7827, 0.1307, 0.2827]]"
SSWI000000019272253,SSWI000000019272253B.jpg,"[[0.9316, 0.766, 0.1307, 0.2979]]"
SSWI000000019272253,SSWI000000019272253A.jpg,"[[0.9331, 0.7888, 0.1337, 0.3799]]"
SSWI000000015519886,SSWI000000015519886B.jpg,"[[0.2626, 0.6063, 0.51, 0.711]]"
SSWI000000015519886,SSWI000000015519886A.jpg,"[[0.2643, 0.6033, 0.5151, 0.7197]]"
SSWI000000015519886,SSWI000000015519886C.jpg,"[[0.2248, 0.6034, 0.4497, 0.696]]"
SSWI000000011771179,SSWI000000011771179C.jpg,"[[0.0304, 0.2842, 0.0365, 0.1185], [0.1353, 0.3632, 0.0881, 0.1915], [0.6064, 0.3754, 0.2948, 0.386]]"
SSWI000000011771179,SSWI000000011771179A.jpg,"[[0.0274, 0.3191, 0.0426, 0.1459], [0.5608, 0.3815, 0.2158, 0.3739]]"
SSWI000000011771179,SSWI000000011771179B.jpg,"[[0.0274, 0.2979, 0.0365, 0.1094], [0.196, 0.3617, 0.1003, 0.2188], [0.772, 0.3769, 0.3161, 0.4255]]"
SSWI000000013871548,SSWI000000013871548B.jpg,"[[0.2695, 0.4599, 0.5173, 0.4207]]"
SSWI000000013871548,SSWI000000013871548A.jpg,"[[0.0461, 0.5775, 0.08785, 0.1832]]"
SSWI000000013871548,SSWI000000013871548C.jpg,"[[0.4571, 0.4605, 0.4565, 0.4286]]"
SSWI000000020365050,SSWI000000020365050C.jpg,"[[0.2722, 0.8126, 0.2285, 0.3686]]"
SSWI000000020365050,SSWI000000020365050B.jpg,"[[0.29, 0.806, 0.281, 0.3748]]"
SSWI000000020365050,SSWI000000020365050A.jpg,"[[0.2131, 0.827, 0.4262, 0.3338]]"
SSWI000000019187513,SSWI000000019187513A.jpg,"[[0.783, 0.5184, 0.05687, 0.1272], [0.9629, 0.5963, 0.07231, 0.1591], [0.9492, 0.4366, 0.06031, 0.04885]]"
SSWI000000019187513,SSWI000000019187513C.jpg,"[[0.9688, 0.5953, 0.05416, 0.1521], [0.7858, 0.5243, 0.04997, 0.1093]]"
SSWI000000019187513,SSWI000000019187513B.jpg,"[[0.9665, 0.5922, 0.05489, 0.1596], [0.7859, 0.5281, 0.05113, 0.1074]]"
SSWI000000019159776,SSWI000000019159776A.jpg,[]
SSWI000000019159776,SSWI000000019159776C.jpg,[]
SSWI000000019159776,SSWI000000019159776B.jpg,[]
SSWI000000019521833,SSWI000000019521833B.jpg,"[[0.2041, 0.8619, 0.4082, 0.2717]]"
SSWI000000019521833,SSWI000000019521833C.jpg,"[[0.051, 0.8497, 0.1019, 0.2984]]"
SSWI000000019521833,SSWI000000019521833A.jpg,"[[0.829, 0.8739, 0.3419, 0.2493]]"
SSWI000000012925065,SSWI000000012925065B.jpg,"[[0.5066, 0.4979, 0.9545, 0.9804], [0.7251, 0.4954, 0.5379, 0.9901]]"
SSWI000000012925065,SSWI000000012925065A.jpg,"[[0.4749, 0.4884, 0.9499, 0.9768]]"
SSWI000000012925065,SSWI000000012925065C.jpg,"[[0.7655, 0.4966, 0.4601, 0.9932], [0.7718, 0.5, 0.4533, 1.0]]"
SSWI000000017386617,SSWI000000017386617B.jpg,"[[0.6104, 0.4984, 0.7648, 0.9968]]"
SSWI000000017386617,SSWI000000017386617C.jpg,"[[0.4974, 0.5, 0.9948, 1.0]]"
SSWI000000017386617,SSWI000000017386617A.jpg,"[[0.5977, 0.4985, 0.8044, 0.997], [0.6024, 0.5008, 0.795, 0.9824]]"
SSWI000000015060706,SSWI000000015060706B.jpg,"[[0.5517, 0.4422, 0.5258, 0.4043]]"
SSWI000000015060706,SSWI000000015060706C.jpg,"[[0.4574, 0.462, 0.5441, 0.4195]]"
SSWI000000015060706,SSWI000000015060706A.jpg,"[[0.7903, 0.3982, 0.4195, 0.4073]]"
SSWI000000019658947,SSWI000000019658947A.jpg,"[[0.5085, 0.5553, 0.3265, 0.2968]]"
SSWI000000019658947,SSWI000000019658947C.jpg,[]
SSWI000000019658947,SSWI000000019658947B.jpg,[]
SSWI000000019122256,SSWI000000019122256A.jpg,"[[0.4771, 0.4942, 0.9275, 0.9884]]"
SSWI000000019122256,SSWI000000019122256B.jpg,"[[0.4993, 0.4865, 0.9689, 0.9651], [0.4956, 0.5171, 0.9912, 0.9497]]"
SSWI000000019122256,SSWI000000019122256C.jpg,"[[0.5296, 0.4955, 0.9106, 0.9909], [0.5029, 0.4999, 0.9942, 0.9998]]"
SSWI000000011020814,SSWI000000011020814B.jpg,"[[0.2432, 0.6098, 0.4865, 0.4941]]"
SSWI000000011020814,SSWI000000011020814C.jpg,"[[0.243, 0.6097, 0.486, 0.494]]"
SSWI000000011020814,SSWI000000011020814A.jpg,"[[0.245, 0.6116, 0.4901, 0.496]]"
SSWI000000020143755,SSWI000000020143755C.jpg,"[[0.0572, 0.5321, 0.1005, 0.8429]]"
SSWI000000020143755,SSWI000000020143755A.jpg,"[[0.5471, 0.4517, 0.5246, 0.7426], [0.1864, 0.5, 0.3721, 0.9881], [0.3777, 0.4947, 0.5876, 0.8362]]"
SSWI000000020143755,SSWI000000020143755B.jpg,"[[0.1581, 0.4961, 0.3162, 0.8272]]"
SSWI000000017531555,SSWI000000017531555B.jpg,"[[0.755, 0.858, 0.4505, 0.2816]]"
SSWI000000017531555,SSWI000000017531555C.jpg,"[[0.6787, 0.8525, 0.3768, 0.292]]"
SSWI000000017531555,SSWI000000017531555A.jpg,"[[0.9516, 0.8311, 0.09512, 0.1587]]"
SSWI000000020736704,SSWI000000020736704C.jpg,"[[0.921, 0.7386, 0.1155, 0.079]]"
SSWI000000020736704,SSWI000000020736704A.jpg,"[[0.1292, 0.5851, 0.1003, 0.0699]]"
SSWI000000020736704,SSWI000000020736704B.jpg,[]
SSWI000000020364669,SSWI000000020364669B.jpg,"[[0.4362, 0.6626, 0.1976, 0.2128]]"
SSWI000000020364669,SSWI000000020364669C.jpg,"[[0.4316, 0.6581, 0.1945, 0.2158]]"
SSWI000000020364669,SSWI000000020364669A.jpg,"[[0.4772, 0.6626, 0.1581, 0.2006]]"
SSWI000000018237291,SSWI000000018237291C.jpg,"[[0.4474, 0.5657, 0.1555, 0.2119]]"
SSWI000000018237291,SSWI000000018237291A.jpg,"[[0.3307, 0.5876, 0.2547, 0.1382], [0.2671, 0.5695, 0.1184, 0.09239]]"
