image_group_id,blank,consol_dict_model_3,consol_dict_model_4,event_final_topk_conf,species,md_count_max,yolo_count_max,md_bbox,yolo_bbox
2029684,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2030855,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2030902,False,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2031146,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2031166,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2031408,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2032137,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2032620,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2032882,False,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2033028,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2035054,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2035148,True,"{'deer': [0.323974609], 'blank': [0.99, 0.99]}",,,deer,,1,,"{'A': [['0.3167613646904386,0.4573863530956141,0.06960227061912282,0.08806821133228059']], 'B': [], 'C': []}"
2035571,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2039377,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2039399,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2039423,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2039621,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2040189,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2040970,False,"{'cottontail_snowshoehare': [0.665039063, 0.581542969, 0.446044922]}",,,cottontail_snowshoehare,,1,,"{'A': [['0.5177556649529825,0.8899147474294737,0.0859375,0.09090917523508739']], 'B': [['0.5174005618573685,0.8835227061912282,0.08735795876175437,0.07954541238245631']], 'C': [['0.5138494149529825,0.8892044948589476,0.0859375,0.08238632990596505']]}"
2041655,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2042734,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2042917,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2043970,False,"{'turkey': [0.592285156, 0.402099609, 0.615722656]}",,,turkey,,1,,"{'A': [['0.46946022938087717,0.8544033711442107,0.1051136237147369,0.10653408247649127']], 'B': [['0.46874997681035097,0.8565340824764912,0.09943178866771941,0.10511367009403495']], 'C': [['0.4680397474294738,0.8558238299059651,0.10369316495298252,0.10369316495298252']]}"
2046082,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2046088,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2046714,False,"{'elk': [0.266845703, 0.296142578], 'blank': [0.99]}",,,elk,,1,,"{'A': [['0.6983309574764912,0.5440340824764912,0.06640625,0.06463066495298252']], 'B': [['0.6986860605721054,0.5450994149529825,0.06569604380877185,0.05965908247649126']], 'C': []}"
2046820,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2047126,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2048227,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2050269,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2050721,False,"{'blank': [0.99, 0.99], 'foxgray_foxred': [0.265136719]}",,,foxgray_foxred,,1,,"{'A': [], 'B': [['0.6431107680485966,0.5330255618573685,0.10227270619122815,0.07670454123824563']], 'C': []}"
2051431,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2952333,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2952479,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2952614,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2953213,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2955029,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2966342,True,"{'blank': [0.99, 0.99], 'raccoon': [0.281738281]}",,,raccoon,,1,,"{'A': [], 'B': [['0.04017222905956141,0.6271306649529825,0.08034445811912282,0.1328125']], 'C': []}"
2967208,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2967414,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2967546,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2968166,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2968227,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2968357,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2968430,False,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2968938,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2969908,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2969972,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2970189,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2970384,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2970443,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2970658,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2977702,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2978332,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2979765,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2980742,True,"{'turkey': [0.354003906, 0.333251953], 'cottontail_snowshoehare': [0.36767578125]}",,,turkey,,2,,"{'A': [['0.06640625,0.7592329355721054,0.1328125,0.4389204587617544']], 'B': [['0.5909090592868422,0.1638849310599562,0.0823863762852631,0.10227271778605267', '0.06574041140478071,0.751953125,0.13148082280956142,0.43927558504701747'], ['0.5909090592868422,0.1638849310599562,0.0823863762852631,0.10227271778605267', '0.06574041140478071,0.751953125,0.13148082280956142,0.43927558504701747']], 'C': [['0.06560724484521929,0.7563920412382457,0.13121448969043858,0.4360795876175437']]}"
2981055,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2981160,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2981741,True,"{'elk': [0.280273438, 0.311035156, 0.373291016]}",,,elk,,1,,"{'A': [['0.1065784790595614,0.7613636005250879,0.2072975831191228,0.45312495362070193']], 'B': [['0.1067560358612733,0.7571022474294737,0.20694246951569903,0.46306816495298253']], 'C': [['0.10666725102891313,0.7769886005250879,0.20640978660989315,0.43323862371473687']]}"
2981777,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2982230,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2982420,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2982605,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2986960,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2987268,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2987470,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2987643,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2987770,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2987854,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2988044,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2988049,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2988236,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2988994,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2989110,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2989464,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2989466,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2991365,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2991942,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2992187,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2992334,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2992479,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2992511,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2993458,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2993507,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2993947,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2994388,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2994646,True,"{'blank': [0.99, 0.99], 'turkey': [0.289306641]}",,,turkey,,1,,"{'A': [], 'B': [['0.12839577335717106,0.6178977061912282,0.14555220328565788,0.13849433504701747']], 'C': []}"
2995023,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
2995041,True,"{'blank': [0.99, 0.99], 'foxgray_foxred': [0.410644531]}",,,foxgray_foxred,,1,,"{'A': [], 'B': [], 'C': [['0.6818181649529825,0.5795454587617543,0.15340908247649127,0.125']]}"
3000439,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3000474,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3001165,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3001310,True,"{'turkey': [0.528808594, 0.573242188, 0.511230469]}",,,turkey,,1,,"{'A': [['0.13121448679173248,0.5607244149529825,0.12926135889302634,0.11860791238245631']], 'B': [['0.129105996940636,0.5596590592868422,0.12886185921434212,0.11860795876175437']], 'C': [['0.13232421295258776,0.5621448737147369,0.12810723904780705,0.11931816495298252']]}"
3004659,True,"{'elk': [0.581054688], 'blank': [0.99, 0.99]}",,,elk,,1,,"{'A': [['0.22904828544083336,0.23774857216692985,0.10759942654780703,0.1864346443338597']], 'B': [], 'C': []}"
3005830,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3011788,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3012813,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3013803,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3013804,True,"{'blank': [0.99, 0.99], 'turkey': [0.368408203]}",,,turkey,,1,,"{'A': [], 'B': [], 'C': [['0.9325284175235088,0.6157670412382457,0.13494316495298253,0.13565341752350873']]}"
3013999,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3016569,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3016663,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3017148,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3017151,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3018645,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3019372,True,"{'blank': [0.99, 0.99], 'turkey': [0.405273438]}",,,turkey,,1,,"{'A': [], 'B': [], 'C': [['0.8061079355721054,0.6477272706191228,0.12642045876175437,0.07954545876175437']]}"
3019459,True,"{'blank': [0.99, 0.99], 'turkey': [0.355712891]}",,,turkey,,1,,"{'A': [], 'B': [['0.6700994149529825,0.6940696043808772,0.08096591752350873,0.09623579123824563']], 'C': []}"
3023332,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3023476,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3023517,True,"{'turkey': [0.439941406, 0.458740234], 'blank': [0.99]}",,,turkey,,1,,"{'A': [['0.6431107680485966,0.7833806417633334,0.0816761237147369,0.0752840360971932']], 'B': [['0.6420454355721054,0.7826704355721054,0.08806821133228059,0.07528412885578932']], 'C': []}"
3023688,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3023897,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3024143,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3024187,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3024455,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3024884,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3025794,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3025879,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3026418,True,"{'turkey': [0.629394531, 0.6640625, 0.618652344]}",,,turkey,,1,,"{'A': [['0.8998579123824563,0.6487925799059651,0.12073867009403495,0.08096591752350873']], 'B': [['0.8991477061912282,0.648792603095614,0.10653408247649127,0.0816761237147369']], 'C': [['0.8977272474294737,0.6495028324764912,0.1178976598119301,0.08309658247649127']]}"
3026587,True,"{'turkey': [0.404785156, 0.474365234, 0.5703125]}",,,turkey,,1,,"{'A': [['0.03102805397662937,0.6345880618573685,0.06196732954674126,0.09446020619122815']], 'B': [['0.03042879760672981,0.6310369149529825,0.06032492476303165,0.09090908247649127']], 'C': [['0.03181596077684211,0.6310369149529825,0.06314364030368422,0.09161933504701748']]}"
3027143,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3027627,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3027703,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3028275,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3028286,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3028789,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3029075,True,"{'foxgray_foxred': [0.366699219, 0.2578125, 0.285400391]}",,,foxgray_foxred,,1,,"{'A': [['0.6491477061912282,0.7714843286207019,0.10511367009403495,0.10475849742947378']], 'B': [['0.6512783943338597,0.773437476810351,0.11150571133228059,0.1136363762852631']], 'C': [['0.6505681649529825,0.7727272474294737,0.10866474742947378,0.109375']]}"
3030447,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3030452,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3030942,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3031593,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3031832,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3032202,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3039167,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3039286,True,"{'turkey': [0.467041016, 0.445556641, 0.517089844]}",,,turkey,,1,,"{'A': [['0.03950639046434211,0.9392755386677194,0.07901278092868422,0.12144892266456117']], 'B': [['0.03972833569651317,0.9406959974294737,0.07945667139302634,0.11860800514105244']], 'C': [['0.040261007732171054,0.9392755386677194,0.08052201546434211,0.12144892266456117']]}"
3039452,True,"{'turkey': [0.504882813, 0.578613281, 0.536621094]}",,,turkey,,1,,"{'A': [['0.03502308106825525,0.9399857912382457,0.06977982691129653,0.12002841752350873']], 'B': [['0.036010741123131344,0.9396306649529825,0.07108930899198294,0.12073867009403495']], 'C': [['0.03511185947477274,0.9392755386677194,0.06960227009826156,0.12144892266456117']]}"
3039859,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3040236,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3040728,False,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3040972,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3041575,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3041719,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3041978,True,"{'blank': [0.99, 0.99], 'turkey': [0.296142578]}",,,turkey,,1,,"{'A': [], 'B': [], 'C': [['0.9055397474294737,0.5642755386677194,0.07954550514105244,0.10724433504701748']]}"
3042516,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3043126,True,"{'turkey': [0.364501953125, 0.386230469], 'blank': [0.99]}",,,turkey,,2,,"{'A': [['0.9673294948589476,0.5884232912382457,0.0625,0.109375', '0.8636363299059651,0.5749289561912282,0.05823867009403495,0.09588066495298252'], ['0.9673294948589476,0.5884232912382457,0.0625,0.109375', '0.8636363299059651,0.5749289561912282,0.05823867009403495,0.09588066495298252']], 'B': [], 'C': [['0.8693181649529825,0.5795454355721054,0.07954550514105244,0.0894886237147369']]}"
3043727,True,"{'cottontail_snowshoehare': [0.315185547, 0.405517578], 'blank': [0.99]}",,,cottontail_snowshoehare,,1,,"{'A': [['0.9389204587617543,0.5802556649529825,0.03835224742947378,0.05042617009403495']], 'B': [['0.9396306185736845,0.5884232912382457,0.04971591752350874,0.06747158247649127']], 'C': []}"
3043747,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3044146,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3044791,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3044839,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3044861,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3814723,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3816661,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3818469,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3837963,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3850301,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3850355,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
3851197,True,"{'blank': [0.99, 0.99, 0.99]}",,,blank,,0,,"{'A': [], 'B': [], 'C': []}"
