event_id,image_group_id,image_url_1,image_url_2,image_url_3,image_url_1_bbox,image_url_2_bbox,image_url_3_bbox,count,species_name,blank_image,bboxes,event_final_topk_conf,load_date
10,2012459,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2012459_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2012459_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2012459_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2012459_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2012459_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2012459_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'turkey': 0.23590375979741415, 'deer': 0.19850149750709534}",12/03/2021
11,2012543,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2012543_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2012543_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2012543_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2012543_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2012543_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2012543_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'deer': 0.7263630131880443, 'turkey': 0.032712360844016075}",12/03/2021
12,2012699,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2012699_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2012699_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2012699_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2012699_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2012699_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2012699_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'turkey': 0.2758401135603587, 'bear': 0.2515519162019094}",12/03/2021
13,2013275,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2013275_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2013275_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2013275_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2013275_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2013275_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2013275_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'turkey': 0.34075282514095306, 'elk': 0.10382135709126791}",12/03/2021
14,2013641,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2013641_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2013641_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2013641_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2013641_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2013641_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2013641_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'bear': 0.555165708065033, 'raccoon': 0.07634430502851805}",12/03/2021
15,2014310,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2014310_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2014310_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2014310_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2014310_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2014310_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2014310_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'coyote': 0.07716160888473193, 'turkey': 0.04616281328101953}",12/03/2021
16,2014755,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2014755_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2014755_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2014755_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2014755_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2014755_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2014755_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'bear': 0.23700185120105743, 'turkey': 0.06820732727646828}",12/03/2021
17,2015310,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2015310_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2015310_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2015310_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2015310_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2015310_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2015310_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'raccoon': 0.005395260329047839, 'bear': 0.003038344633144637}",12/03/2021
18,2017298,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2017298_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2017298_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2017298_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2017298_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2017298_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2017298_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'turkey': 0.46081622441609704, 'bear': 0.0665098987519741}",12/03/2021
19,2017384,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2017384_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2017384_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2017384_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2017384_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2017384_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2017384_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'deer': 0.34582699338595074, 'wolf': 0.11233790467182796}",12/03/2021
20,2017524,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2017524_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2017524_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2017524_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2017524_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2017524_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2017524_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'deer': 0.7407489915688833, 'bear': 0.05349685127536456}",12/03/2021
21,2017753,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2017753_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2017753_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2017753_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2017753_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2017753_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2017753_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'deer': 0.7977355023225149, 'coyote': 0.015365337021648884}",12/03/2021
22,2019284,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2019284_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2019284_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2019284_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2019284_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2019284_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2019284_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'bear': 0.26641175150871277, 'turkey': 0.11882985631624858}",12/03/2021
23,2019608,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2019608_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2019608_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2019608_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2019608_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2019608_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2019608_2C.jpeg,0,blank,True,None,"{'turkey': 0.5021484371999999, 'foxgray_foxred': 0.43095703080000003, 'wolf': 0.0934753566980362}",12/03/2021
24,2019859,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2019859_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2019859_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2019859_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2019859_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2019859_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2019859_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'bear': 0.0627590777973334, 'deer': 0.030947783961892128}",12/03/2021
25,2019882,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2019882_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2019882_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2019882_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2019882_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2019882_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2019882_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'deer': 0.058576700588067375, 'bear': 0.026328858609000843}",12/03/2021
26,2020542,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2020542_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2020542_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2020542_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2020542_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2020542_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2020542_2C.jpeg,0,blank,True,None,"{'turkey': 0.3644531256, 'bear': 0.12469135224819183, 'deer': 0.09667648002505302}",12/03/2021
27,2021226,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2021226_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2021226_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2021226_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2021226_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2021226_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2021226_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'turkey': 0.28210120896498364, 'cottontail_snowshoehare': 0.06813880677024524}",12/03/2021
28,2021567,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2021567_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2021567_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2021567_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2021567_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2021567_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2021567_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'bear': 0.4568286736806234, 'foxgray_foxred': 0.19226533671220145}",12/03/2021
29,2025800,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2025800_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2025800_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2025800_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2025800_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2025800_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2025800_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'foxgray_foxred': 0.2425405631462733, 'wolf': 0.14677685995896658}",12/03/2021
30,2026381,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2026381_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2026381_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2026381_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2026381_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2026381_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2026381_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'turkey': 0.2512829005718231, 'coyote': 0.12366076310475668}",12/03/2021
31,2027848,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2027848_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2027848_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2027848_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2027848_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2027848_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2027848_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'bear': 0.2828305959701538, 'foxgray_foxred': 0.26487616201241815}",12/03/2021
32,2028132,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2028132_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2028132_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2028132_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2028132_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2028132_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2028132_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'cottontail_snowshoehare': 0.2327851454416911, 'foxgray_foxred': 0.10682060072819392}",12/03/2021
33,2028474,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2028474_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2028474_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2028474_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2028474_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2028474_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2028474_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'turkey': 0.26768306891123456, 'foxgray_foxred': 0.2453186611334483}",12/03/2021
34,2029684,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2029684_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2029684_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2029684_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2029684_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2029684_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2029684_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'deer': 0.3784010062615077, 'raccoon': 0.1704966276884079}",12/03/2021
35,2030855,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2030855_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2030855_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2030855_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2030855_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2030855_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2030855_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'bear': 0.1410563662648201, 'turkey': 0.10784514248371124}",12/03/2021
36,2030902,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2030902_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2030902_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2030902_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2030902_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2030902_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2030902_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'turkey': 0.6380173067251842, 'wolf': 0.09271926557024321}",12/03/2021
37,2031146,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2031146_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2031146_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2031146_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2031146_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2031146_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2031146_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'turkey': 0.4626851280530294, 'deer': 0.19730903208255768}",12/03/2021
38,2031166,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2031166_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2031166_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2031166_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2031166_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2031166_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2031166_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'bear': 0.34379251301288605, 'raccoon': 0.1445934424797694}",12/03/2021
39,2031408,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2031408_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2031408_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2031408_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2031408_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2031408_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2031408_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'bear': 0.6213071942329407, 'coyote': 0.060060402999321624}",12/03/2021
40,2032137,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2032137_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2032137_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2032137_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2032137_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2032137_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2032137_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'bear': 0.6190519034862518, 'deer': 0.06413317595918974}",12/03/2021
41,2032620,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2032620_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2032620_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/images/2032620_2C.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2032620_0A.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2032620_1B.jpeg,https://wisconsintrails.s3.us-west-2.amazonaws.com/bboximages/2032620_2C.jpeg,0,blank,True,None,"{'blank': 0.99, 'turkey': 0.6916630268096924, 'foxgray_foxred': 0.07466985533634822}",12/03/2021
