Model_Output_ID,model_id,image_group_id,image_id_1,image_id_2,image_id_3,image_id_1_species_name,image_id_2_species_name,image_id_3_species_name,image_id_1_conf,image_id_2_conf,image_id_3_conf,image_id_1_bbox,image_id_2_bbox,image_id_3_bbox,image_id_1_count,image_id_2_count,image_id_3_count,image_id_1_blank,image_id_2_blank,image_id_3_blank,image_id_1_detectable,image_id_2_detectable,image_id_3_detectable,load_date
41,1,2032620,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
42,1,2032882,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
43,1,2033028,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
44,1,2035054,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
45,1,2035148,A,B,C,,animal,,,0.311279297,,,"0.8032670180485966,0.38849430026254395,0.21022729380877184,0.2521306417633335",,0,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,12/2/21
46,1,2035571,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
47,1,2039377,A,B,C,animal,,,0.332763672,,,"0.13636363530956142,0.6416903324764912,0.06107954123824563,0.06960224742947378",,,1,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
48,1,2039399,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
49,1,2039423,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
50,1,2039621,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
51,1,2040189,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
52,1,2040970,A,B,C,animal,animal,animal,0.6640625,0.587402344,0.475341797,"0.5163352061912282,0.8877840824764912,0.08309658247649127,0.08948867009403495","0.5163352061912282,0.8870738762852631,0.0859375,0.08096591752350873","0.5131391855721054,0.8842329123824563,0.08096587114421068,0.07244316495298252",1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12/2/21
53,1,2041655,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
54,1,2042734,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
55,1,2042917,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
56,1,2043970,A,B,C,animal,animal,animal,0.370849609,0.327148438,0.662597656,"0.47265622681035097,0.8572443350470175,0.0894886237147369,0.09375","0.7705965824764912,0.6981533943338597,0.06818183504701748,0.14772729380877184","0.47088066495298253,0.8579544948589476,0.08664775257052622,0.09375",1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12/2/21
57,1,2046082,A,B,C,,,animal,,,0.266357422,,,"0.3284801030956141,0.5774147474294737,0.078125,0.052556835047017476",0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,12/2/21
58,1,2046088,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
59,1,2046714,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
60,1,2046820,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
61,1,2047126,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
62,1,2048227,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
63,1,2050269,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
64,1,2050721,A,B,C,,animal,,,0.254882813,,,"0.6441761237147369,0.5358664793808772,0.09446025257052622,0.0738636237147369",,0,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,12/2/21
65,1,2051431,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
66,1,2952333,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
67,1,2952479,A,B,C,animal,animal,animal,0.494873047,0.626953125,0.578125,"0.07186611952390352,0.562499976810351,0.14373223904780705,0.21022729380877184","0.0711115030260434,0.551136353095614,0.1393820970435273,0.18110795876175437","0.07157758811324563,0.5294744149529825,0.12460048872649127,0.14346591752350873",1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12/2/21
68,1,2952614,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
69,1,2953213,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
70,1,2955029,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
71,1,2966342,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
72,1,2967208,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
73,1,2967414,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
74,1,2967546,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
75,1,2968166,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
76,1,2968227,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
77,1,2968357,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
78,1,2968430,A,B,C,"animal,animal",animal,animal,"0.400390625,0.425048828125",0.446777344,0.361083984,"0.3421519780956141,0.9502840824764912,0.09197441495298252,0.09943183504701748;0.3525390509051755,0.8432173105721054,0.10671164561912282,0.31356537885578933","0.34321732216692985,0.9477982912382457,0.09126418557210533,0.10440341752350873","0.34392753995298253,0.9499289561912282,0.08984375,0.10014208761754369",2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12/2/21
79,1,2968938,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
80,1,2969908,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
81,1,2969972,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
82,1,2970189,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
83,1,2970384,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
84,1,2970443,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
85,1,2970658,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
86,1,2977702,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
87,1,2978332,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
88,1,2979765,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
89,1,2980742,A,B,C,,animal,"animal,animal",,0.280029297,"0.359130859375,0.298828125",,"0.5930397474294737,0.16495027513127197,0.09588066495298252,0.12251419716692985","0.054332386362606996,0.7212357680485966,0.10813210227478601,0.42116479380877186;0.5916192886677194,0.1658380676547807,0.09659091752350873,0.13174715592868422",0,1,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12/2/21
90,1,2981055,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
91,1,2981160,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
92,1,2981741,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
93,1,2981777,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
94,1,2982230,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
95,1,2982420,A,B,C,animal,,,0.282226563,,,"0.8899147474294737,0.6768465592868422,0.09517050514105244,0.07954545876175437",,,1,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
96,1,2982605,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
97,1,2986960,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
98,1,2987268,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
99,1,2987470,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
100,1,2987643,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
101,1,2987770,A,B,C,,,animal,,,0.339355469,,,"0.6828834974294737,0.6477272474294737,0.09588066495298252,0.05894882990596505",0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,12/2/21
102,1,2987854,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
103,1,2988044,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
104,1,2988049,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
105,1,2988236,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
106,1,2988994,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
107,1,2989110,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
108,1,2989464,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
109,1,2989466,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
110,1,2991365,A,B,C,,,animal,,,0.506835938,,,"0.5923295180485966,0.6040482680485966,0.17329545876175437,0.09232954123824563",0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,12/2/21
111,1,2991942,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
112,1,2992187,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
113,1,2992334,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
114,1,2992479,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
115,1,2992511,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
116,1,2993458,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
117,1,2993507,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
118,1,2993947,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
119,1,2994388,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
120,1,2994646,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
121,1,2995023,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
122,1,2995041,A,B,C,animal,animal,animal,0.624023438,0.697753906,0.669433594,"0.6828835206191228,0.5873579355721054,0.14701704123824563,0.13920454123824563","0.6853692886677194,0.5955255618573685,0.14630683504701747,0.14701704123824563","0.6828835206191228,0.5841619149529825,0.1441761237147369,0.13849433504701747",1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12/2/21
123,1,3000439,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
124,1,3000474,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
125,1,3001165,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
126,1,3001310,A,B,C,,,animal,,,0.409423828,,,"0.5571732680485966,0.21555397358346493,0.12571020619122816,0.11044034407131578",0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,12/2/21
127,1,3004659,A,B,C,,animal,animal,,0.256591797,0.562011719,,"0.20223720747649127,0.2842240724882456,0.15092329123824563,0.27743251997649127","0.2954545296434211,0.25288529091692985,0.22301135309561407,0.19806462435736844",0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12/2/21
128,1,3005830,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
129,1,3011788,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
130,1,3012813,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
131,1,3013803,A,B,C,,animal,animal,,0.610351563,0.618652344,,"0.5404829355721054,0.9268465360971931,0.12002837114421068,0.07528408247649127","0.48863634150078955,0.9517044948589476,0.20099431185736844,0.09375",0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12/2/21
132,1,3013804,A,B,C,,,animal,,,0.294921875,,,"0.9318181185736845,0.621093726810351,0.12215908247649127,0.12784087114421067",0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,12/2/21
133,1,3013999,A,B,C,,animal,,,0.292236328,,,"0.40731533247649127,0.8664772474294737,0.09943183504701748,0.1008523401880699",,0,1,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,12/2/21
134,1,3016569,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
135,1,3016663,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
136,1,3017148,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
137,1,3017151,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
138,1,3018645,A,B,C,"animal,animal",animal,animal,"0.3359375,0.397216796875",0.350341797,0.366943359,"0.11212712435736845,0.9019886237147369,0.2242542487147369,0.1960227525705262;0.9644886237147369,0.6993962667633334,0.07102275257052622,0.17080962114421067","0.9630681649529825,0.699218726810351,0.07386367009403495,0.1768465360971932","0.9637784175235088,0.6993962899529825,0.07244316495298252,0.17365058504701747",2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12/2/21
139,1,3019372,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
140,1,3019459,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
141,1,3023332,A,B,C,,animal,animal,,0.271240234,0.256835938,,"0.06991299452390352,0.4311967171434211,0.13982598904780705,0.46147014304859657","0.060946374678684224,0.42151987951214914,0.12189274935736845,0.458806823452193",0,1,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,12/2/21
142,1,3023476,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
143,1,3023517,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
144,1,3023688,A,B,C,,,animal,,,0.279052734,,,"0.06658380734521929,0.8963067886677194,0.13316761469043858,0.20738642266456117",0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,12/2/21
145,1,3023897,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
146,1,3024143,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
147,1,3024187,A,B,C,,,animal,,,0.270019531,,,"0.7759232912382457,0.8039772242398248,0.44815341752350873,0.20596587114421067",0,0,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,12/2/21
148,1,3024455,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
149,1,3024884,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
150,1,3025794,A,B,C,animal,,animal,0.613769531,,0.677246094,"0.18678976482171056,0.5973011237147369,0.0933948853095614,0.08096591752350873",,"0.18252840013127197,0.5987215592868422,0.09517044716692985,0.0816761237147369",1,0,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,12/2/21
151,1,3025879,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
152,1,3026418,A,B,C,"animal,animal",animal,animal,"0.461669921875,0.67822265625",0.59765625,0.576660156,"0.0430242365061965,0.9513494149529825,0.085826526987607,0.09730117009403495;0.8934659175235088,0.6473721443338597,0.09943183504701748,0.0738636237147369","0.8934658711442107,0.6491477061912282,0.10511357733543883,0.07244316495298252","0.890625,0.6484375,0.09943183504701748,0.07528408247649127",2,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12/2/21
153,1,3026587,A,B,C,"animal,animal","animal,animal","animal,animal","0.52294921875,0.53125","0.4931640625,0.334716796875","0.378173828125,0.67822265625","0.03169389046434211,0.6392045412382457,0.06338778092868422,0.08877841752350873;0.65234375,0.6118607912382457,0.109375,0.08309658247649127","0.6502130618573685,0.605823853095614,0.11860795876175437,0.0823863762852631;0.03191583569651317,0.6381391855721054,0.06383167139302634,0.08451704123824563","0.032204367107171054,0.6384942886677194,0.06440873421434211,0.08522724742947378;0.6491477061912282,0.6061789793808772,0.11860791238245631,0.08451704123824563",2,2,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12/2/21
154,1,3027143,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
155,1,3027627,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
156,1,3027703,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
157,1,3028275,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
158,1,3028286,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
159,1,3028789,A,B,C,,,,,,,,,,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12/2/21
160,1,3029075,A,B,C,animal,animal,animal,0.270507813,0.597167969,0.511230469,"0.6530539561912282,0.7805397706191228,0.1015625,0.12642045876175437","0.6548295180485966,0.7819602061912282,0.1058238762852631,0.12784091752350873","0.6541192886677194,0.7819602061912282,0.10085224742947378,0.11789775257052622",1,1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,12/2/21
