Model_Output_ID,model_id,image_group_id,image_id_1,image_id_2,image_id_3,image_id_1_species_name,image_id_2_species_name,image_id_3_species_name,image_id_1_conf,image_id_2_conf,image_id_3_conf,image_id_1_count,image_id_2_count,image_id_3_count,image_id_1_bbox,image_id_2_bbox,image_id_3_bbox,image_id_1_blank,image_id_2_blank,image_id_3_blank,image_id_1_detectable,image_id_2_detectable,image_id_3_detectable,load_date
77,2,2968357,A,B,C,blank,blank,blank,0.9953092932701111,0.9854671955108643,0.9929003715515137,0,0,0,,,,True,True,True,False,False,False,12/05/2021
78,2,2968430,A,B,C,blank,blank,animal,0.7244356274604797,0.7910796403884888,0.7193322777748108,0,0,0,,,,True,True,False,False,False,False,12/05/2021
79,2,2968938,A,B,C,blank,blank,blank,0.9998618364334106,0.999813973903656,0.9998169541358948,0,0,0,,,,True,True,True,False,False,False,12/05/2021
80,2,2969908,A,B,C,blank,blank,blank,0.9977883100509644,0.9986028075218201,0.9992807507514954,0,0,0,,,,True,True,True,False,False,False,12/05/2021
81,2,2969972,A,B,C,blank,blank,blank,0.9989628791809082,0.9993797540664673,0.9995315074920654,0,0,0,,,,True,True,True,False,False,False,12/05/2021
82,2,2970189,A,B,C,blank,blank,blank,0.9989939332008362,0.9996310472488403,0.9995073080062866,0,0,0,,,,True,True,True,False,False,False,12/05/2021
83,2,2970384,A,B,C,blank,blank,blank,0.998871386051178,0.9988719820976257,0.9988679885864258,0,0,0,,,,True,True,True,False,False,False,12/05/2021
84,2,2970443,A,B,C,blank,blank,blank,0.997366726398468,0.997671902179718,0.9958540201187134,0,0,0,,,,True,True,True,False,False,False,12/05/2021
85,2,2970658,A,B,C,blank,blank,blank,0.9938454031944275,0.9860000014305115,0.9923586249351501,0,0,0,,,,True,True,True,False,False,False,12/05/2021
86,2,2977702,A,B,C,blank,blank,blank,0.9939996004104614,0.9944425225257874,0.9873671531677246,0,0,0,,,,True,True,True,False,False,False,12/05/2021
87,2,2978332,A,B,C,blank,blank,blank,0.9986066222190857,0.9856599569320679,0.9998786449432373,0,0,0,,,,True,True,True,False,False,False,12/05/2021
88,2,2979765,A,B,C,blank,blank,blank,0.9992815852165222,0.998694121837616,0.9989370703697205,0,0,0,,,,True,True,True,False,False,False,12/05/2021
89,2,2980742,A,B,C,blank,blank,blank,0.9955184459686279,0.9937347769737244,0.993871808052063,0,0,0,,,,True,True,True,False,False,False,12/05/2021
90,2,2981055,A,B,C,blank,blank,blank,0.9987921118736267,0.9982682466506958,0.9991766810417175,0,0,0,,,,True,True,True,False,False,False,12/05/2021
91,2,2981160,A,B,C,blank,blank,blank,0.9993940591812134,0.9997628331184387,0.999152660369873,0,0,0,,,,True,True,True,False,False,False,12/05/2021
92,2,2981741,A,B,C,blank,blank,blank,0.9994744658470154,0.999462902545929,0.999337375164032,0,0,0,,,,True,True,True,False,False,False,12/05/2021
93,2,2981777,A,B,C,blank,blank,blank,0.9989344477653503,0.9972608089447021,0.9977377653121948,0,0,0,,,,True,True,True,False,False,False,12/05/2021
94,2,2982230,A,B,C,blank,blank,blank,0.99937903881073,0.9997509121894836,0.9993106126785278,0,0,0,,,,True,True,True,False,False,False,12/05/2021
95,2,2982420,A,B,C,blank,blank,blank,0.9978029131889343,0.999776303768158,0.9988264441490173,0,0,0,,,,True,True,True,False,False,False,12/05/2021
96,2,2982605,A,B,C,blank,blank,blank,0.9857125282287598,0.9806093573570251,0.9908117055892944,0,0,0,,,,True,True,True,False,False,False,12/05/2021
97,2,2986960,A,B,C,blank,blank,blank,0.9995880722999573,0.9987547397613525,0.9992632269859314,0,0,0,,,,True,True,True,False,False,False,12/05/2021
98,2,2987268,A,B,C,blank,blank,blank,0.9844078421592712,0.9625292420387268,0.9730773568153381,0,0,0,,,,True,True,True,False,False,False,12/05/2021
99,2,2987470,A,B,C,blank,blank,blank,0.9935054779052734,0.9962003827095032,0.9975191354751587,0,0,0,,,,True,True,True,False,False,False,12/05/2021
100,2,2987643,A,B,C,blank,blank,blank,0.9999867677688599,0.9999712705612183,0.999976396560669,0,0,0,,,,True,True,True,False,False,False,12/05/2021
101,2,2987770,A,B,C,blank,blank,blank,0.9961756467819214,0.9852531552314758,0.998832643032074,0,0,0,,,,True,True,True,False,False,False,12/05/2021
102,2,2987854,A,B,C,blank,blank,blank,0.9993385672569275,0.9997828602790833,0.9983015060424805,0,0,0,,,,True,True,True,False,False,False,12/05/2021
103,2,2988044,A,B,C,blank,blank,blank,0.9807572364807129,0.9956745505332947,0.9937800765037537,0,0,0,,,,True,True,True,False,False,False,12/05/2021
104,2,2988049,A,B,C,blank,blank,blank,0.9963830709457397,0.9956283569335938,0.9983015060424805,0,0,0,,,,True,True,True,False,False,False,12/05/2021
105,2,2988236,A,B,C,blank,blank,blank,0.9996871948242188,0.9998742341995239,0.9996829032897949,0,0,0,,,,True,True,True,False,False,False,12/05/2021
106,2,2988994,A,B,C,blank,blank,blank,0.9980880618095398,0.9944860339164734,0.993308424949646,0,0,0,,,,True,True,True,False,False,False,12/05/2021
107,2,2989110,A,B,C,blank,blank,blank,0.999674916267395,0.9996046423912048,0.9995546936988831,0,0,0,,,,True,True,True,False,False,False,12/05/2021
108,2,2989464,A,B,C,blank,blank,blank,0.9995443224906921,0.9972182512283325,0.9981610178947449,0,0,0,,,,True,True,True,False,False,False,12/05/2021
109,2,2989466,A,B,C,blank,blank,blank,0.9996261596679688,0.9992666840553284,0.9995773434638977,0,0,0,,,,True,True,True,False,False,False,12/05/2021
110,2,2991365,A,B,C,blank,blank,blank,0.9938154220581055,0.9911950826644897,0.9884539246559143,0,0,0,,,,True,True,True,False,False,False,12/05/2021
111,2,2991942,A,B,C,blank,blank,blank,0.9720826745033264,0.9778820872306824,0.9850829839706421,0,0,0,,,,True,True,True,False,False,False,12/05/2021
112,2,2992187,A,B,C,blank,blank,blank,0.998094379901886,0.9957401752471924,0.9988775849342346,0,0,0,,,,True,True,True,False,False,False,12/05/2021
113,2,2992334,A,B,C,blank,blank,blank,0.9138782024383545,0.9419441819190979,0.9823810458183289,0,0,0,,,,True,True,True,False,False,False,12/05/2021
114,2,2992479,A,B,C,blank,blank,blank,0.8524432182312012,0.9357584714889526,0.827197253704071,0,0,0,,,,True,True,True,False,False,False,12/05/2021
115,2,2992511,A,B,C,blank,blank,blank,0.9913105964660645,0.9926345944404602,0.9871130585670471,0,0,0,,,,True,True,True,False,False,False,12/05/2021
116,2,2993458,A,B,C,blank,blank,blank,0.99882572889328,0.9976963400840759,0.9998080134391785,0,0,0,,,,True,True,True,False,False,False,12/05/2021
117,2,2993507,A,B,C,blank,blank,blank,0.9993711113929749,0.9994912147521973,0.9979836940765381,0,0,0,,,,True,True,True,False,False,False,12/05/2021
118,2,2993947,A,B,C,blank,blank,blank,0.991486668586731,0.9126152396202087,0.8280565142631531,0,0,0,,,,True,True,True,False,False,False,12/05/2021
119,2,2994388,A,B,C,blank,blank,blank,0.9999899864196777,0.9999791383743286,0.9999803304672241,0,0,0,,,,True,True,True,False,False,False,12/05/2021
120,2,2994646,A,B,C,blank,blank,blank,0.9999475479125977,0.9999512434005737,0.9999940395355225,0,0,0,,,,True,True,True,False,False,False,12/05/2021
121,2,2995023,A,B,C,blank,blank,blank,0.9999986886978149,0.9999895095825195,0.9999958276748657,0,0,0,,,,True,True,True,False,False,False,12/05/2021
122,2,2995041,A,B,C,blank,blank,blank,0.999995231628418,0.9999877214431763,0.9999940395355225,0,0,0,,,,True,True,True,False,False,False,12/05/2021
123,2,3000439,A,B,C,blank,blank,blank,0.9995587468147278,0.9999539852142334,0.9996455907821655,0,0,0,,,,True,True,True,False,False,False,12/05/2021
124,2,3000474,A,B,C,blank,blank,blank,0.999455988407135,0.9988613128662109,0.9997522234916687,0,0,0,,,,True,True,True,False,False,False,12/05/2021
125,2,3001165,A,B,C,blank,blank,blank,0.9998884201049805,0.9988756775856018,0.9995394945144653,0,0,0,,,,True,True,True,False,False,False,12/05/2021
126,2,3001310,A,B,C,blank,blank,blank,0.9995311498641968,0.9969690442085266,0.9991369843482971,0,0,0,,,,True,True,True,False,False,False,12/05/2021
127,2,3004659,A,B,C,blank,blank,blank,0.9963698387145996,0.9952566027641296,0.9976868629455566,0,0,0,,,,True,True,True,False,False,False,12/05/2021
128,2,3005830,A,B,C,blank,blank,blank,0.9693480134010315,0.9663292765617371,0.9762910604476929,0,0,0,,,,True,True,True,False,False,False,12/05/2021
129,2,3011788,A,B,C,blank,blank,blank,0.999749481678009,0.9998459815979004,0.9999063014984131,0,0,0,,,,True,True,True,False,False,False,12/05/2021
130,2,3012813,A,B,C,blank,blank,blank,0.9735738039016724,0.9797206521034241,0.9864621758460999,0,0,0,,,,True,True,True,False,False,False,12/05/2021
131,2,3013803,A,B,C,blank,blank,blank,0.9967503547668457,0.9992026686668396,0.9991422891616821,0,0,0,,,,True,True,True,False,False,False,12/05/2021
132,2,3013804,A,B,C,blank,blank,blank,0.999182403087616,0.9986432194709778,0.9997742772102356,0,0,0,,,,True,True,True,False,False,False,12/05/2021
133,2,3013999,A,B,C,blank,blank,blank,0.9997474551200867,0.9998140931129456,0.9998956918716431,0,0,0,,,,True,True,True,False,False,False,12/05/2021
134,2,3016569,A,B,C,blank,blank,blank,0.999047577381134,0.9990666508674622,0.9984295964241028,0,0,0,,,,True,True,True,False,False,False,12/05/2021
135,2,3016663,A,B,C,blank,blank,blank,0.999322772026062,0.9991874098777771,0.9997664093971252,0,0,0,,,,True,True,True,False,False,False,12/05/2021
136,2,3017148,A,B,C,blank,blank,blank,0.9998675584793091,0.9999243021011353,0.9999364614486694,0,0,0,,,,True,True,True,False,False,False,12/05/2021
137,2,3017151,A,B,C,blank,blank,blank,0.9999587535858154,0.9999610185623169,0.9999427795410156,0,0,0,,,,True,True,True,False,False,False,12/05/2021
138,2,3018645,A,B,C,blank,blank,blank,0.9782178997993469,0.9924267530441284,0.991584300994873,0,0,0,,,,True,True,True,False,False,False,12/05/2021
139,2,3019372,A,B,C,blank,blank,blank,0.9999927282333374,0.9999887943267822,0.9999490976333618,0,0,0,,,,True,True,True,False,False,False,12/05/2021
140,2,3019459,A,B,C,blank,blank,blank,0.9971657395362854,0.9873647093772888,0.994103729724884,0,0,0,,,,True,True,True,False,False,False,12/05/2021
141,2,3023332,A,B,C,blank,blank,blank,0.9962664246559143,0.9941652417182922,0.9989767074584961,0,0,0,,,,True,True,True,False,False,False,12/05/2021
142,2,3023476,A,B,C,blank,blank,blank,0.9970331192016602,0.9795844554901123,0.9939737915992737,0,0,0,,,,True,True,True,False,False,False,12/05/2021
143,2,3023517,A,B,C,blank,blank,blank,0.9986637830734253,0.9990956783294678,0.998084306716919,0,0,0,,,,True,True,True,False,False,False,12/05/2021
144,2,3023688,A,B,C,blank,blank,blank,0.9173369407653809,0.9200353622436523,0.8151504993438721,0,0,0,,,,True,True,True,False,False,False,12/05/2021
145,2,3023897,A,B,C,blank,blank,blank,0.7445874214172363,0.8033338189125061,0.8359036445617676,0,0,0,,,,True,True,True,False,False,False,12/05/2021
146,2,3024143,A,B,C,blank,blank,blank,0.9982823133468628,0.9989283680915833,0.9991864562034607,0,0,0,,,,True,True,True,False,False,False,12/05/2021
147,2,3024187,A,B,C,blank,blank,blank,0.9996091723442078,0.9990065693855286,0.9991336464881897,0,0,0,,,,True,True,True,False,False,False,12/05/2021
148,2,3024455,A,B,C,blank,blank,blank,0.9990382194519043,0.9996819496154785,0.9978623986244202,0,0,0,,,,True,True,True,False,False,False,12/05/2021
149,2,3024884,A,B,C,blank,blank,blank,0.998206377029419,0.9975372552871704,0.997786283493042,0,0,0,,,,True,True,True,False,False,False,12/05/2021
150,2,3025794,A,B,C,blank,blank,blank,0.9455614686012268,0.9540095925331116,0.9396833777427673,0,0,0,,,,True,True,True,False,False,False,12/05/2021
151,2,3025879,A,B,C,blank,blank,blank,0.9937648773193359,0.9953488707542419,0.9953598380088806,0,0,0,,,,True,True,True,False,False,False,12/05/2021
152,2,3026418,A,B,C,blank,blank,blank,0.9996151924133301,0.9999788999557495,0.9999278783798218,0,0,0,,,,True,True,True,False,False,False,12/05/2021
153,2,3026587,A,B,C,blank,blank,blank,0.9779683947563171,0.9669908881187439,0.9636095762252808,0,0,0,,,,True,True,True,False,False,False,12/05/2021
154,2,3027143,A,B,C,blank,blank,blank,0.9955305457115173,0.987888514995575,0.9988009929656982,0,0,0,,,,True,True,True,False,False,False,12/05/2021
155,2,3027627,A,B,C,blank,blank,blank,0.9978517293930054,0.9998475313186646,0.9985705614089966,0,0,0,,,,True,True,True,False,False,False,12/05/2021
156,2,3027703,A,B,C,blank,blank,blank,0.9994592070579529,0.9997082352638245,0.9995200634002686,0,0,0,,,,True,True,True,False,False,False,12/05/2021
157,2,3028275,A,B,C,blank,blank,blank,0.9998871088027954,0.9998283386230469,0.9999359846115112,0,0,0,,,,True,True,True,False,False,False,12/05/2021
158,2,3028286,A,B,C,blank,blank,blank,0.9999735355377197,0.9999939203262329,0.9999905824661255,0,0,0,,,,True,True,True,False,False,False,12/05/2021
159,2,3028789,A,B,C,blank,blank,blank,0.8441386818885803,0.9920592308044434,0.8453950881958008,0,0,0,,,,True,True,True,False,False,False,12/05/2021
160,2,3029075,A,B,C,blank,blank,blank,0.9528183341026306,0.9509541392326355,0.9649111032485962,0,0,0,,,,True,True,True,False,False,False,12/05/2021
161,2,3030447,A,B,C,blank,blank,blank,0.9981302618980408,0.998792290687561,0.9995459914207458,0,0,0,,,,True,True,True,False,False,False,12/05/2021
162,2,3030452,A,B,C,blank,blank,blank,0.9976168870925903,0.9990484118461609,0.9988510608673096,0,0,0,,,,True,True,True,False,False,False,12/05/2021
163,2,3030942,A,B,C,blank,blank,blank,0.994746208190918,0.9874447584152222,0.9884933829307556,0,0,0,,,,True,True,True,False,False,False,12/05/2021
164,2,3031593,A,B,C,blank,blank,blank,0.99573814868927,0.9914344549179077,0.9996084570884705,0,0,0,,,,True,True,True,False,False,False,12/05/2021
165,2,3031832,A,B,C,blank,blank,blank,0.994218111038208,0.9844470024108887,0.9939569234848022,0,0,0,,,,True,True,True,False,False,False,12/05/2021
166,2,3032202,A,B,C,blank,blank,blank,0.9957470297813416,0.9980058073997498,0.999502420425415,0,0,0,,,,True,True,True,False,False,False,12/05/2021
167,2,3039167,A,B,C,blank,blank,blank,0.9977655410766602,0.9986416697502136,0.9973589777946472,0,0,0,,,,True,True,True,False,False,False,12/05/2021
168,2,3039286,A,B,C,blank,blank,blank,0.9522135257720947,0.9666900038719177,0.7807610630989075,0,0,0,,,,True,True,True,False,False,False,12/05/2021
169,2,3039452,A,B,C,blank,blank,blank,0.9957999587059021,0.9996616840362549,0.9982913136482239,0,0,0,,,,True,True,True,False,False,False,12/05/2021
170,2,3039859,A,B,C,blank,blank,blank,0.9869081974029541,0.9973655343055725,0.9947340488433838,0,0,0,,,,True,True,True,False,False,False,12/05/2021
171,2,3040236,A,B,C,blank,blank,blank,0.9220499992370605,0.8540952205657959,0.9533629417419434,0,0,0,,,,True,True,True,False,False,False,12/05/2021
172,2,3040728,A,B,C,blank,blank,blank,0.6737844347953796,0.6858314871788025,0.6667836308479309,0,0,0,,,,True,True,True,False,False,False,12/05/2021
173,2,3040972,A,B,C,blank,blank,blank,0.83111572265625,0.7344613671302795,0.7728148698806763,0,0,0,,,,True,True,True,False,False,False,12/05/2021
